,symbol,open_alias,close,high,low,preclose,change,chg,volume,amplitude,mktcap,market,date,tag,ma20,dif,dea,macd,macdp,macdn
840,RQI,,15.76,,,,,,,,,,,策略3,15.37950000000001,-0.10058438201391162,-0.1756574445778439,0.07507306256393229,,
841,IOSP,,86.11,,,,,,,,,,,策略3,84.99100000000007,-0.8769020648077372,-1.1183740509671791,0.24147198615944188,,
842,NMIH,,24.88,,,,,,,,,,,策略3,22.878999999999994,0.5553660937719194,0.33509967564830456,0.2202664181236148,,
843,INT,,33.36,,,,,,,,,,,策略3,32.49400000000002,0.09953331004184207,-0.00522763262529017,0.10476094266713223,,
844,SIZE,,132.38,,,,,,,,,,,策略3,130.01099999999994,-0.3563153932955174,-0.6573048875405613,0.30098949424504384,,
845,CSWI,,137.06,,,,,,,,,,,策略3,129.43949999999992,1.9330503923440858,1.3410046957394175,0.5920456966046683,,
846,EVT,,28.6,,,,,,,,,,,策略3,27.873499999999996,0.08515621320145783,-0.008544730198615458,0.09370094340007329,,
847,TWO,,6.71,,,,,,,,,,,策略3,6.548,0.028234565275326418,0.00819362876219888,0.020040936513127536,,
848,CCS,,63.57,,,,,,,,,,,策略3,63.04299999999995,-1.2810344097204975,-1.4012877980119491,0.1202533882914516,,
849,GSIE,,34.82,,,,,,,,,,,策略3,34.65600000000001,-0.339489033939131,-0.3854923970763687,0.046003363137237685,,
850,BVN,,8.21,,,,,,,,,,,策略3,7.3165,0.16670002960415609,0.011979965052079322,0.15472006455207676,,
851,PVG,,11.06,,,,,,,,,,,策略3,9.996,0.25840568095115835,0.12920880282151914,0.1291968781296392,,
852,IDCC,,68.38,,,,,,,,,,,策略3,67.98850000000002,-0.5211040016484674,-0.558996868558807,0.03789286691033966,,
853,QDF,,57.25,,,,,,,,,,,策略3,56.54749999999998,-0.21637592071684253,-0.3076755071382879,0.09129958642144537,,
854,JHMM,,53.57,,,,,,,,,,,策略3,52.53349999999998,-0.028339905121072206,-0.1271796412866584,0.0988397361655862,,
855,OR,,12.34,,,,,,,,,,,策略3,11.550500000000007,-0.014280362066307006,-0.146796573096245,0.132516211029938,,
856,PATK,,87.25,,,,,,,,,,,策略3,83.72450000000006,1.3543572698883253,1.1028379804046566,0.25151928948366864,,
857,CWI,,29.62,,,,,,,,,,,策略3,29.25549999999999,-0.15135860493273867,-0.21529275919625795,0.06393415426351928,,
858,CRON,,5.7,,,,,,,,,,,策略3,5.6359999999999975,-0.19965543767267668,-0.23399041867883408,0.034334981006157395,,
859,TILT,,174.29,,,,,,,,,,,策略3,171.37299999999988,-0.21734240391006665,-0.5155778506880557,0.2982354467779891,,
860,CTRE,,21.07,,,,,,,,,,,策略3,20.8185,-0.32813696258670433,-0.4144200064823708,0.08628304389566649,,
861,HTGC,,17.32,,,,,,,,,,,策略3,16.820000000000007,0.10666722297355236,0.0258608970247095,0.08080632594884285,,
862,NTCT,,27.61,,,,,,,,,,,策略3,27.057000000000016,-0.009805418002617472,-0.04541340622200239,0.03560798821938492,,
863,SPIP,,31.34,,,,,,,,,,,策略3,31.181499999999993,-0.04199082679411603,-0.06998218275598422,0.027991355961868192,,
864,CLBK,,18.85,,,,,,,,,,,策略3,18.515000000000008,0.20437066717953556,0.20303985344557546,0.0013308137339601012,,
865,REET,,28.65,,,,,,,,,,,策略3,28.073499999999985,-0.13558457618407616,-0.23491341921750175,0.0993288430334256,,
866,VTHR,,204.49,,,,,,,,,,,策略3,201.84050000000008,-0.693333298429593,-0.9933762859959673,0.30004298756637426,,
867,TREE,,151.32,,,,,,,,,,,策略3,144.20849999999984,-5.1358503809082094,-7.063474201251511,1.9276238203433014,,
868,AKR,,22.47,,,,,,,,,,,策略3,21.0935,0.35218594418034144,0.18214447022668429,0.17004147395365715,,
869,SDOG,,52.89,,,,,,,,,,,策略3,51.88199999999997,0.06967601351038155,-0.0293597164120989,0.09903572992248046,,
870,AMCX,,47.37,,,,,,,,,,,策略3,46.49450000000001,-0.4725778121923554,-0.6046483240750254,0.13207051188267005,,
871,XPER,,19.03,,,,,,,,,,,策略3,18.81300000000001,-0.4228688653463024,-0.4880180783659914,0.06514921301968901,,
872,GSBD,,19.05,,,,,,,,,,,策略3,18.730000000000004,-0.03307077542655534,-0.09299710073472081,0.05992632530816547,,
873,GMS,,45.82,,,,,,,,,,,策略3,45.2865,-0.6812459581726245,-0.7761354018194948,0.09488944364687035,,
874,EB,,20.68,,,,,,,,,,,策略3,19.305999999999997,0.6639738567476421,0.5900799031475088,0.07389395360013329,,
875,UCTT,,44.73,,,,,,,,,,,策略3,43.91900000000007,-0.780131499081925,-0.8743844033294852,0.09425290424756017,,
876,AMZA,,28.71,,,,,,,,,,,策略3,26.627499999999998,0.6206886362921011,0.382054584497455,0.23863405179464614,,
877,CASH,,60.24,,,,,,,,,,,策略3,54.235000000000014,2.325965632530533,1.7247482959891411,0.6012173365413918,,
878,RVT,,18.67,,,,,,,,,,,策略3,18.272500000000008,-0.0331446822928676,-0.07696392722835566,0.043819244935488055,,
879,PDI,,26.92,,,,,,,,,,,策略3,26.654499999999995,-0.16114267240523716,-0.2428180207651412,0.08167534835990403,,
880,JMIA,,19.48,,,,,,,,,,,策略3,18.87299999999997,-0.23718130269414672,-0.40060199064533725,0.16342068795119052,,
881,SVC,,11.68,,,,,,,,,,,策略3,11.301000000000007,0.08820537330841027,0.055563839746756535,0.03264153356165374,,
882,MNR,,19.19,,,,,,,,,,,策略3,18.96049999999999,0.06820843116539166,0.03471172731846958,0.03349670384692208,,
883,BDJ,,10.12,,,,,,,,,,,策略3,9.959999999999997,0.008994573395046501,-0.021598548170116777,0.030593121565163278,,
884,POSH,,24.67,,,,,,,,,,,策略3,24.056000000000008,-0.9063089192871736,-1.2093049884049376,0.302996069117764,,
885,GPRE,,35.35,,,,,,,,,,,策略3,33.77999999999998,0.1666368633527071,-0.07594339071318434,0.24258025406589145,,
886,SUMO,,17.27,,,,,,,,,,,策略3,16.4695,-0.6564859384177062,-0.9135481279459172,0.257062189528211,,
887,CEQP,,30.17,,,,,,,,,,,策略3,28.27249999999995,0.49724858413418715,0.33983950501724475,0.1574090791169424,,
888,USMC,,41.1,,,,,,,,,,,策略3,40.825499999999984,-0.14455811023758258,-0.1778962111285243,0.03333810089094172,,
889,USRT,,61.7,,,,,,,,,,,策略3,60.083499999999994,-0.08972715030245837,-0.3232715175175147,0.23354436721505634,,
890,NTB,,37.94,,,,,,,,,,,策略3,35.17750000000003,1.1442173787028267,0.9337080158759363,0.21050936282689037,,
891,PRLB,,70.75,,,,,,,,,,,策略3,68.96549999999992,-1.4655395137621525,-1.88590295232873,0.42036343856657754,,
892,MDYV,,69.05,,,,,,,,,,,策略3,67.27899999999991,0.22415839165289242,0.04512857359980713,0.1790298180530853,,
893,PKW,,93.56,,,,,,,,,,,策略3,91.83849999999998,0.07671462713133792,-0.13508495400677448,0.2117995811381124,,
894,STAR,,25.96,,,,,,,,,,,策略3,25.2635,-0.056289540399458105,-0.10997801504812493,0.05368847464866683,,
895,OCGN,,10.24,,,,,,,,,,,策略3,7.5985,0.39153797412139024,0.06788721215013199,0.32365076197125825,,
896,MSEX,,106.74,,,,,,,,,,,策略3,104.84749999999997,-0.4666238225359791,-0.633940590501503,0.16731676796552386,,
897,HBM,,7.26,,,,,,,,,,,策略3,6.174000000000004,0.2288401463715104,0.09769848015206731,0.1311416662194431,,
898,STC,,68.74,,,,,,,,,,,策略3,64.15700000000002,1.7818008015017028,1.3700165196404206,0.41178428186128224,,
899,SLY,,97.4,,,,,,,,,,,策略3,95.77550000000001,0.3326931741955548,0.2246261492684241,0.10806702492713066,,
900,DEA,,21.45,,,,,,,,,,,策略3,21.05349999999999,-0.01667342050113163,-0.07835431241801331,0.06168089191688168,,
901,PBF,,15.68,,,,,,,,,,,策略3,13.168999999999997,1.1947207684391863,1.0595763162449505,0.13514445219423576,,
902,TY,,34.08,,,,,,,,,,,策略3,33.779,-0.09494302812647248,-0.1508159872435949,0.05587295911712242,,
903,ROAD,,34.53,,,,,,,,,,,策略3,33.72950000000002,0.14516728055586015,0.1141084470337698,0.03105883352209035,,
904,BST,,53.18,,,,,,,,,,,策略3,52.57200000000002,-0.4194014482297419,-0.5240627530347068,0.10466130480496494,,
905,SPNS,,32.6,,,,,,,,,,,策略3,29.95199999999998,0.9812100451396581,0.6807710572373347,0.3004389879023235,,
906,GAB,,6.8,,,,,,,,,,,策略3,6.6895000000000024,-0.02173847662791495,-0.032258427911709034,0.010519951283794085,,
907,KALU,,112.22,,,,,,,,,,,策略3,110.70700000000002,-1.8299344826187394,-2.2293624152620657,0.3994279326433263,,
908,UIS,,26.56,,,,,,,,,,,策略3,25.253499999999995,0.5844731483259409,0.5367893280062761,0.04768382031966478,,
909,NFRA,,56.79,,,,,,,,,,,策略3,56.49999999999996,-0.4801535126554697,-0.5350196772417777,0.054866164586308,,
910,BSCL,,21.09,,,,,,,,,,,策略3,21.083999999999985,-0.0013518924044007008,-0.0018218218165853503,0.0004699294121846495,,
911,PAR,,67.92,,,,,,,,,,,策略3,63.69099999999999,0.3297294239872457,-0.1902460870709899,0.5199755110582356,,
912,VRP,,26.23,,,,,,,,,,,策略3,26.222999999999992,-0.058997158529003,-0.060102311204555836,0.001105152675552834,,
913,SPXL,,116.39,,,,,,,,,,,策略3,112.4715000000001,-1.3856908887221522,-1.8197417021655913,0.4340508134434391,,
914,MYRG,,106.31,,,,,,,,,,,策略3,102.05949999999991,0.5712320443261376,0.29272076733151825,0.27851127699461936,,
915,MDRX,,14.15,,,,,,,,,,,策略3,13.751,-0.2505846245280896,-0.40269802089537904,0.15211339636728943,,
916,EGO,,9.53,,,,,,,,,,,策略3,8.22799999999999,0.16223981193703985,-0.04053254357024739,0.20277235550728723,,
917,WOW,,19.96,,,,,,,,,,,策略3,19.770499999999984,-0.15563260556092473,-0.20382411794508837,0.04819151238416364,,
918,FOE,,20.84,,,,,,,,,,,策略3,20.495999999999995,0.03678252797269366,-0.02557569092953477,0.062358218902228424,,
919,MHO,,60.54,,,,,,,,,,,策略3,59.463499999999996,-0.8884638517781838,-1.0548491873656236,0.16638533558743984,,
920,IYG,,193.47,,,,,,,,,,,策略3,190.7809999999999,0.9880828313186782,0.872719978700722,0.1153628526179562,,
921,ALG,,145.57,,,,,,,,,,,策略3,143.22450000000003,-0.9294922906233865,-1.376492949670798,0.4470006590474116,,
922,KN,,18.82,,,,,,,,,,,策略3,18.771000000000008,-0.1998536704987579,-0.21311268868600633,0.013259018187248423,,
923,LNN,,157.64,,,,,,,,,,,策略3,154.86799999999994,-0.5454654234009695,-1.1030986976236932,0.5576332742227237,,
924,VCRA,,49.46,,,,,,,,,,,策略3,46.202000000000005,0.5253646172515118,0.13276266983809673,0.39260194741341514,,
925,HIMS,,8.54,,,,,,,,,,,策略3,7.8595000000000015,-0.05878640098972543,-0.16029561581129115,0.10150921482156572,,
926,ESGD,,79.57,,,,,,,,,,,策略3,79.14800000000004,-0.5819573534024443,-0.6533117850303667,0.07135443162792243,,
927,GOCO,,5.41,,,,,,,,,,,策略3,5.178499999999988,-0.1075627350567423,-0.18506162522399064,0.07749889016724834,,
928,WFRD,,25.32,,,,,,,,,,,策略3,19.752999999999993,1.737635262720545,1.2399984797630799,0.49763678295746505,,
929,INFN,,8.3,,,,,,,,,,,策略3,8.205500000000008,-0.14194100660612463,-0.15878275808840953,0.016841751482284895,,
930,OMFL,,48.07,,,,,,,,,,,策略3,47.121499999999976,0.027097427205390545,-0.060467764605923645,0.0875651918113142,,
931,FTSL,,48.01,,,,,,,,,,,策略3,47.96600000000001,0.013826514484698293,0.010250565630657196,0.003575948854041097,,
932,MAG,,17.79,,,,,,,,,,,策略3,16.44899999999999,-0.2863580928989897,-0.5332216194735877,0.24686352657459798,,
933,AVYA,,19.88,,,,,,,,,,,策略3,19.784000000000013,-0.18566780027941832,-0.23731719521506184,0.05164939493564352,,
934,CDE,,6.45,,,,,,,,,,,策略3,6.211999999999999,-0.10688733412533136,-0.1639942815123014,0.05710694738697003,,
935,CLI,,18.22,,,,,,,,,,,策略3,17.391499999999997,0.22239433779473572,0.1218828090938576,0.10051152870087812,,
936,RDIV,,40.45,,,,,,,,,,,策略3,39.542500000000004,0.008788493743637105,-0.1101779497398003,0.1189664434834374,,
937,NXRT,,66.02,,,,,,,,,,,策略3,63.18699999999999,0.6675669943887002,0.4082338359224647,0.25933315846623545,,
938,RILY,,60.67,,,,,,,,,,,策略3,59.28200000000002,-0.7025400125200676,-1.0070782367244766,0.304538224204409,,
939,ETG,,21.69,,,,,,,,,,,策略3,21.523,-0.14105121445753,-0.1620381230921655,0.02098690863463551,,
940,GNL,,16.45,,,,,,,,,,,策略3,16.28400000000001,-0.1824071951480164,-0.2279737049854121,0.04556650983739571,,
941,DRNA,,21.25,,,,,,,,,,,策略3,20.419500000000014,-0.47317934158743213,-0.7616385853628868,0.2884592437754546,,
942,BAMR,,59.48,,,,,,,,,,,策略3,56.76500000000001,0.018716609510867954,-0.3729688000147463,0.39168540952561426,,
943,CFFN,,11.84,,,,,,,,,,,策略3,11.56850000000001,0.13587439546490998,0.1242223746824512,0.011652020782458777,,
944,RZA,,26.24,,,,,,,,,,,策略3,26.124500000000012,-0.06468382852936116,-0.0988485005099413,0.03416467198058014,,
945,GCP,,22.3,,,,,,,,,,,策略3,22.24299999999999,-0.30052702145465915,-0.31912512762679374,0.018598106172134587,,
946,FORTY,,105.7,,,,,,,,,,,策略3,99.94099999999999,1.7728247161160198,1.2431950894625938,0.5296296266534259,,
947,ETV,,16.55,,,,,,,,,,,策略3,16.213500000000003,-0.01803935084394226,-0.06762473907431185,0.04958538823036959,,
948,BV,,15.46,,,,,,,,,,,策略3,15.065499999999986,0.04789468531819985,0.01881083119798038,0.02908385412021947,,
949,SUPN,,30.69,,,,,,,,,,,策略3,27.59200000000005,0.6992207382920093,0.31587677246962736,0.3833439658223819,,
950,FTC,,114.49,,,,,,,,,,,策略3,113.20250000000003,-0.843585243675463,-1.0135030479921716,0.16991780431670866,,
951,PGF,,19.04,,,,,,,,,,,策略3,18.90049999999999,-0.048602599637007415,-0.06662737692229805,0.01802477728529063,,
952,DLX,,38.0,,,,,,,,,,,策略3,36.326500000000024,-0.23981618426385154,-0.5785218356899742,0.33870565142612263,,
953,ECVT,,11.88,,,,,,,,,,,策略3,11.719000000000003,-0.30001409542883906,-0.3672584630612829,0.06724436763244385,,
954,AVPT,,8.81,,,,,,,,,,,策略3,8.692000000000004,-0.23275492325122116,-0.2916879375871412,0.05893301433592002,,
955,RDVY,,49.34,,,,,,,,,,,策略3,48.302500000000016,0.03818511199003183,-0.06653690386048475,0.10472201585051658,,
956,ECPG,,51.38,,,,,,,,,,,策略3,49.563500000000005,0.8296778692317517,0.6864689727220685,0.14320889650968316,,
957,AVNS,,32.76,,,,,,,,,,,策略3,31.923000000000002,-0.14682731486190193,-0.32300641067263347,0.17617909581073155,,
958,OXM,,93.25,,,,,,,,,,,策略3,90.68249999999992,0.4176862784517681,0.3453488812993908,0.0723373971523773,,
959,NVEE,,101.87,,,,,,,,,,,策略3,100.47550000000008,-0.06501402919779764,-0.1486216638319431,0.08360763463414547,,
960,VTWO,,91.18,,,,,,,,,,,策略3,89.6050000000001,0.07079454778134675,-0.04705427077515842,0.11784881855650517,,
961,GGAL,,10.31,,,,,,,,,,,策略3,10.046999999999997,0.09321731528868149,0.0888787429446476,0.004338572344033884,,
962,PTGX,,32.43,,,,,,,,,,,策略3,20.49049999999998,-1.896633769098635,-4.625233607670007,2.7285998385713723,,
963,LADR,,12.02,,,,,,,,,,,策略3,11.411500000000002,0.17921181269608333,0.11117484234899824,0.06803697034708509,,
964,SGOL,,17.25,,,,,,,,,,,策略3,16.889499999999995,-0.009357327055369069,-0.06299251953102605,0.053635192475656984,,
965,RDNT,,29.12,,,,,,,,,,,策略3,28.535500000000013,-0.4683970285346426,-0.5778583576802663,0.10946132914562368,,
966,CGNT,,22.62,,,,,,,,,,,策略3,21.915000000000003,-0.9167919509722608,-1.254753413827927,0.3379614628556662,,
967,VOOV,,144.78,,,,,,,,,,,策略3,143.0515,-0.18509594967522958,-0.35900731374622075,0.17391136407099117,,
968,SPNT,,9.46,,,,,,,,,,,策略3,9.338000000000005,-0.020333529575975007,-0.03820263701262292,0.017869107436647914,,
969,BIG,,46.7,,,,,,,,,,,策略3,45.99299999999997,-0.972784382417025,-1.451060383517545,0.47827600110052004,,
970,BXMX,,14.58,,,,,,,,,,,策略3,14.410999999999992,-0.04691931209292299,-0.07668542960807773,0.029766117515154733,,
971,BLI,,24.02,,,,,,,,,,,策略3,21.15099999999996,-2.777781510376254,-3.793117750514861,1.0153362401386068,,
972,BNGO,,5.39,,,,,,,,,,,策略3,5.2929999999999975,-0.08351332517326959,-0.12011182708961346,0.03659850191634387,,
973,EPI,,38.98,,,,,,,,,,,策略3,37.807,0.47208622779582043,0.44494603998897436,0.027140187806846072,,
974,KRO,,13.26,,,,,,,,,,,策略3,12.70950000000001,0.036535696794221195,-0.03605911868334226,0.07259481547756345,,
975,PXH,,22.96,,,,,,,,,,,策略3,22.479999999999983,0.02388405389213588,-0.050193930046381306,0.0740779839385172,,
976,DK,,21.0,,,,,,,,,,,策略3,18.151500000000006,0.8625231710257175,0.590803698394521,0.27171947263119656,,
977,SSP,,18.35,,,,,,,,,,,策略3,18.033,0.07988067032652069,0.06982122811703452,0.010059442209486166,,
978,LZB,,33.54,,,,,,,,,,,策略3,33.415000000000006,-0.2231179672207233,-0.2805669565983879,0.05744898937766457,,
979,INO,,7.2,,,,,,,,,,,策略3,7.175000000000002,-0.32687990003358003,-0.3884883842654452,0.06160848423186516,,
980,GIC,,39.48,,,,,,,,,,,策略3,38.385500000000015,0.4398112188608039,0.3765271906590806,0.0632840282017233,,
981,GDEN,,51.53,,,,,,,,,,,策略3,49.152,1.0900585475895497,0.9376461323300445,0.15241241525950522,,
982,MTRN,,72.79,,,,,,,,,,,策略3,70.05100000000002,0.1599829519428937,-0.23424422617486274,0.3942271781177564,,
983,FTCS,,77.45,,,,,,,,,,,策略3,76.314,-0.39633885571038263,-0.592578856004274,0.19624000029389133,,
984,REPL,,31.41,,,,,,,,,,,策略3,31.052,-0.2540492034320323,-0.39148362648274565,0.13743442305071335,,
985,GBX,,45.41,,,,,,,,,,,策略3,43.59150000000001,0.40611607927012017,0.2162937733774744,0.18982230589264576,,
986,OFLX,,144.81,,,,,,,,,,,策略3,143.95949999999985,-1.5465459234935963,-1.9203328324298847,0.3737869089362884,,
987,MBUU,,70.52,,,,,,,,,,,策略3,70.1260000000001,-0.5219265975610625,-0.6370727747380043,0.11514617717694176,,
988,NWN,,47.34,,,,,,,,,,,策略3,46.868000000000016,-0.6770035126468699,-0.9188984263938096,0.24189491374693972,,
989,TTMI,,13.47,,,,,,,,,,,策略3,12.882499999999997,-0.021018094243519414,-0.14732401542204945,0.12630592117853004,,
990,INBX,,40.61,,,,,,,,,,,策略3,33.70249999999997,0.4899820445974328,-0.06234992275924245,0.5523319673566752,,
991,BPMP,,13.79,,,,,,,,,,,策略3,13.386999999999997,0.132423277026108,0.08787346308518236,0.04454981394092565,,
992,CDMO,,24.75,,,,,,,,,,,策略3,21.67300000000001,0.2854968217257934,-0.20631508308657823,0.4918119048123716,,
993,CLB,,31.31,,,,,,,,,,,策略3,28.655,0.6500628801746444,0.26337024625208477,0.38669263392255965,,
994,CNDT,,6.84,,,,,,,,,,,策略3,6.667500000000006,-0.012024763936265614,-0.030322901833587528,0.018298137897321914,,
995,PLUS,,108.09,,,,,,,,,,,策略3,104.47250000000001,0.7249422782745398,0.5176871582097535,0.2072551200647863,,
996,GFF,,25.98,,,,,,,,,,,策略3,24.611000000000008,0.48219571206500333,0.3902723489996223,0.09192336306538101,,
997,ITB,,69.37,,,,,,,,,,,策略3,67.978,-0.7272286877196592,-0.9881555561778546,0.26092686845819535,,
998,IQLT,,38.86,,,,,,,,,,,策略3,38.57750000000001,-0.39955360846609267,-0.4646424082311399,0.06508879976504722,,
999,CENX,,16.1,,,,,,,,,,,策略3,14.221,0.7963970560243094,0.6064364324726595,0.1899606235516499,,
1000,EZM,,54.01,,,,,,,,,,,策略3,52.89449999999995,0.17407276405830174,0.06724500320276669,0.10682776085553505,,
1001,LUNG,,39.56,,,,,,,,,,,策略3,38.21400000000004,-0.061093440879993466,-0.2480394831218487,0.18694604224185524,,
1002,NFJ,,15.14,,,,,,,,,,,策略3,14.983500000000006,-0.10928067084471849,-0.14018173237690862,0.030901061532190133,,
1003,PRIM,,26.59,,,,,,,,,,,策略3,25.390000000000015,0.13086108914349381,-0.10228012581520277,0.23314121495869658,,
1004,HCXY,,27.28,,,,,,,,,,,策略3,26.7255,0.011347075026172604,-0.04376340469922879,0.055110479725401396,,
1005,PXF,,48.01,,,,,,,,,,,策略3,47.272,-0.11139846978738888,-0.2130833889481536,0.10168491916076472,,
1006,ACB,,7.38,,,,,,,,,,,策略3,6.781499999999992,0.11686365336938653,0.053266816941735975,0.06359683642765056,,
1007,HEES,,40.18,,,,,,,,,,,策略3,36.37200000000002,1.504316055384301,1.1800332829792757,0.32428277240502523,,
1008,CIBR,,52.23,,,,,,,,,,,策略3,50.02500000000001,0.1529915523696701,-0.09082119723809909,0.2438127496077692,,
1009,LORL,,46.35,,,,,,,,,,,策略3,42.75599999999999,1.2658507270641763,1.0907258359366687,0.17512489112750762,,
1010,GTY,,31.39,,,,,,,,,,,策略3,30.10799999999997,0.068249825206248,-0.14439422372508345,0.21264404893133146,,
1011,PUBM,,28.12,,,,,,,,,,,策略3,25.841999999999956,-0.7455243378760805,-1.1007784812474306,0.3552541433713501,,
1012,NYMTN,,25.9,,,,,,,,,,,策略3,25.735999999999997,-0.028497877513753878,-0.046881831336286046,0.01838395382253217,,
1013,GNR,,54.7,,,,,,,,,,,策略3,52.032000000000004,0.5973215171344464,0.28267519728868085,0.3146463198457655,,
1014,BLUE,,20.76,,,,,,,,,,,策略3,18.991999999999997,0.28815216052913684,-0.007122788440647024,0.29527494896978385,,
1015,JPIN,,61.02,,,,,,,,,,,策略3,60.899999999999956,-0.598411394059255,-0.6497431611563789,0.05133176709712384,,
1016,FTA,,66.69,,,,,,,,,,,策略3,65.36800000000004,0.0034877328594546952,-0.15994965648691886,0.16343738934637356,,
1017,SA,,17.61,,,,,,,,,,,策略3,16.28799999999999,-0.015982367054082403,-0.273235222172954,0.2572528551188716,,
1018,MDGL,,84.28,,,,,,,,,,,策略3,81.014,-0.06552988561703899,-0.5521313133141886,0.48660142769714965,,
