,symbol,open_alias,close,high,low,change,chg,volume,mktcap
1768,verx,18.9800,18.5100,19.2150,18.2500,-2.94,-0.5600,204880,2739111336
1769,regi,55.4500,54.4600,56.7000,54.4300,1.51,0.8100,934433,2735802021
1770,cnne,31.2100,30.7500,31.6000,30.7000,-1.13,-0.3500,195579,2734501006
1771,pay,23.3500,23.2700,23.7100,22.9550,-0.73,-0.1700,52597,2730971598
1772,cent,49.2100,49.0200,49.3200,48.7800,-0.14,-0.0700,18352,2730755179
1773,bdc,59.3400,60.8700,61.2090,59.2800,2.68,1.5900,315375,2730229988
1774,adv,8.6600,8.5600,8.8700,8.5400,-1.38,-0.1200,223030,2726989998
1775,sho,12.5000,12.4400,12.6800,12.4100,-0.48,-0.0600,1223579,2724891001
1776,bipc,58.7500,58.7700,59.2800,58.5800,0.03,0.0200,121849,2723986443
1777,baly,51.1700,50.0100,51.5000,49.5900,-2.23,-1.1400,389395,2718776996
1778,abr,19.2400,19.0000,19.3700,18.9650,-0.78,-0.1500,1417178,2717133057
1779,hth,33.8500,33.4700,34.0600,33.4500,-0.51,-0.1700,310418,2716244729
1780,rlay,27.9300,29.3000,29.4300,27.2400,4.05,1.1400,1061175,2715966342
1781,cvbf,20.5100,19.9700,20.5100,19.9700,-1.77,-0.3600,336356,2713834912
1782,hska,256.4300,254.7000,260.5050,254.4300,-1.32,-3.4000,28880,2711383380
1783,usm,31.4400,31.1400,31.7800,31.0800,-0.45,-0.1400,95743,2700999522
1784,indb,81.8200,81.7100,82.3000,80.9600,0.52,0.4200,134140,2700064379
1785,ava,39.9500,38.6700,39.9500,37.7300,-4.21,-1.7000,1401269,2694053439
1786,kymr,54.6000,52.7700,54.9600,52.5000,-5.09,-2.8300,276322,2693370984
1787,gsat,1.5000,1.5000,1.5397,1.4800,0.67,0.0100,4347147,2689500000
1788,mgee,74.3700,74.3600,74.7850,73.9000,-0.20,-0.1500,38364,2689108193
1789,domo,80.1200,83.5700,84.0300,80.1200,3.31,2.6800,204728,2687532309
1790,cstm,19.4600,18.9600,19.6350,18.8700,-1.25,-0.2400,1143065,2686202859
1791,gbdc,15.9600,15.8800,16.0250,15.8650,-0.50,-0.0800,803174,2686131489
1792,law,47.2300,46.6800,47.8100,46.2600,-1.46,-0.6900,484275,2680897985
1793,cva,20.1800,20.1100,20.1800,20.1000,-0.30,-0.0600,496161,2674814650
1794,wor,53.0800,53.0000,54.5300,52.9600,1.16,0.6100,235688,2673214000
1795,ffie,7.9400,8.2300,8.5000,7.9200,2.24,0.1800,1231750,2669486997
1796,scl,118.7600,118.7100,119.6000,118.2700,0.02,0.0200,43083,2666922359
1797,jxn,27.5500,28.2300,28.5700,27.5500,1.73,0.4800,943300,2666728402
1798,mdp,58.1300,58.2300,58.4200,58.1000,0.02,0.0100,2812110,2666404165
1799,unfi,47.0900,47.1300,47.9900,46.5871,-0.53,-0.2500,455454,2660266989
1800,agti,20.1300,20.4000,20.9300,20.0000,2.36,0.4700,87590,2659855468
1801,shi,24.4800,24.5700,24.6500,24.4800,-2.65,-0.6700,23085,2659411001
1802,spxc,58.6200,58.6800,59.4800,58.5900,-0.12,-0.0700,89571,2659220337
1803,rwr,107.4900,107.7900,107.9200,106.9000,0.31,0.3300,46911,2651142369
1804,riot,26.2096,27.6300,28.9000,26.0600,6.97,1.8000,16105825,2651134004
1805,prfz,187.4300,185.6300,187.7050,185.6300,-0.56,-1.0454,4259,2650074484
1806,val,35.8400,35.3200,36.0000,35.2200,-0.39,-0.1400,181034,2649001589
1807,iwy,154.5300,154.0900,156.0300,154.0900,-0.61,-0.9500,95818,2648088270
1808,fxo,46.3200,45.9100,46.7090,45.8941,-0.52,-0.2400,139454,2647600638
1809,brc,50.6800,50.5900,50.9600,50.5900,-0.41,-0.2100,51024,2634063105
1810,door,110.3100,109.2000,111.4900,109.1300,-1.10,-1.2200,81065,2630776948
1811,auph,19.2600,20.4800,20.9800,18.3300,5.95,1.1500,4871223,2629548994
1812,icsh,50.4700,50.4750,50.4800,50.4700,0.01,0.0050,677493,2625669372
1813,enr,38.9600,38.4000,39.1000,38.3900,-1.46,-0.5700,470252,2625474316
1814,rushb,46.8200,47.1300,47.8000,46.8200,0.68,0.3200,6650,2624509269
1815,ptct,36.4800,37.1200,37.5400,36.4563,1.06,0.3900,167724,2620854816
1816,manu,16.2700,16.0600,16.6890,16.0250,-2.49,-0.4100,1066134,2617824373
1817,fult,16.4000,16.0400,16.4900,16.0400,-1.72,-0.2800,496543,2615723000
1818,rusha,46.9700,46.9600,47.7400,46.5100,0.34,0.1600,95835,2615043017
1819,plxs,93.0000,92.4800,93.7000,92.2900,-0.30,-0.2800,46607,2612589686
1820,agio,44.0500,44.3100,45.0800,43.8200,0.32,0.1400,359433,2612139990
1821,prmw,16.2100,16.2400,16.3650,16.2050,0.12,0.0200,232249,2604438210
1822,fibk,42.5000,41.7500,42.6800,41.7400,-0.97,-0.4100,407634,2598207376
1823,utf,27.7600,27.7000,27.8000,27.5900,-0.40,-0.1100,127307,2595935000
1824,bsm,12.5700,12.4300,12.6400,12.4000,-0.80,-0.1000,459893,2593432365
1825,cvet,19.6000,18.8400,19.8900,18.8100,-4.37,-0.8600,674154,2592697007
1826,slyg,88.2000,87.5400,88.6999,87.5400,-0.66,-0.5800,33036,2588500461
1827,tph,22.6900,22.7400,23.0100,22.6300,0.49,0.1100,961082,2587568727
1828,ain,81.2700,79.8800,81.7100,79.7800,-1.61,-1.3100,53224,2586568478
1829,lac,21.1200,21.5600,22.5600,21.0000,4.66,0.9600,3960269,2585568274
1830,rig,4.0200,3.9700,4.2000,3.9600,1.28,0.0500,22445540,2585025792
1831,iboc,43.0800,40.7400,43.0800,40.6900,-4.55,-1.9400,200297,2581787664
1832,smh,253.4500,253.2300,257.2900,253.1600,-0.60,-1.5200,2210979,2581660857
1833,bcrx,14.4900,14.4200,14.6100,14.3500,-0.28,-0.0400,1700772,2579304361
1834,joe,43.5500,43.7200,43.9000,43.4600,0.23,0.1000,47991,2574345042
1835,arry,18.6800,19.1700,19.9100,18.6800,4.24,0.7800,3789173,2570562810
1836,fun,44.8100,45.1600,45.4400,44.5500,0.18,0.0800,78248,2566361015
1837,skyw,51.0000,50.9400,52.1000,50.9200,-0.99,-0.5100,127177,2566346553
1838,ftai,25.4400,26.2800,26.4900,25.4400,3.87,0.9800,666476,2566013731
1839,wsfs,54.6000,53.9600,54.9500,53.8800,-1.17,-0.6400,316447,2565000201
1840,sanm,39.5200,39.3800,40.1700,39.3300,-0.33,-0.1300,154745,2563438107
1841,sfm,22.3300,22.4300,22.6500,22.1750,0.45,0.1000,1361392,2561308526
1842,eght,22.9600,22.8200,23.2800,22.7700,-1.34,-0.3100,660694,2556593151
1843,opk,3.6600,3.7500,3.8000,3.6400,1.63,0.0600,1711444,2554360001
1844,wgo,77.1600,76.0100,77.5200,76.0000,-0.86,-0.6600,206987,2553897006
1845,napa,22.3700,22.0700,22.6000,21.7000,-1.56,-0.3500,486129,2539083008
1846,exai,24.5000,21.0000,25.1599,20.7604,-12.68,-3.0500,300978,2528139999
1847,fndc,38.5200,38.3600,38.7000,38.3600,-0.29,-0.1100,120916,2522199613
1848,eva,56.3000,55.9400,56.9400,55.7200,-0.66,-0.3700,74837,2517751995
1849,xmtr,56.5700,56.7700,57.3500,56.0000,0.35,0.2000,136830,2517374704
1850,sji,22.7500,22.3800,22.7600,22.3500,-0.75,-0.1700,618992,2516566008
1851,omi,31.5400,32.0100,32.9400,31.3800,1.30,0.4100,483354,2415554176
1852,mcg,12.0500,12.0200,12.2700,11.9300,-0.25,-0.0300,58661,2415085733
1853,cort,20.4000,20.8200,20.8600,20.2900,2.36,0.4800,509690,2413592415
1854,smrt,12.5900,12.4300,12.7500,12.3300,-2.43,-0.3100,158198,2409730850
1855,hovnp,16.7500,16.3500,16.7500,16.0200,-0.61,-0.1000,3470,2409434100
1856,rmbs,22.2500,22.1100,22.4300,22.0800,-0.81,-0.1800,346276,2407719192
1857,vlrs,21.2300,20.8400,21.4400,20.8300,-2.48,-0.5300,351586,2405049994
1858,gdot,47.2900,43.9900,47.5200,43.9700,-7.47,-3.5500,409985,2403792331
1859,nuv,11.5500,11.5800,11.6398,11.5200,0.09,0.0100,80119,2401445010
1860,rock,72.3000,73.5800,74.8200,71.9700,1.67,1.2100,87079,2401381897
1861,crk,10.7000,10.3000,10.7800,10.2800,-2.09,-0.2200,3187291,2398359913
1862,psmt,79.3200,77.9100,79.9250,77.9000,-1.80,-1.4300,50435,2398324254
1863,ng,7.3600,7.2300,7.4500,7.2200,-1.09,-0.0800,440394,2398028997
1864,sphq,49.6300,49.2900,49.9500,49.2800,-0.73,-0.3600,385509,2396747592
1865,twnk,18.5300,18.4200,18.9000,18.4100,-0.65,-0.1200,3337832,2396313373
1866,pdbc,22.1300,22.0700,22.1900,22.0574,0.87,0.1900,3287892,2392476280
1867,wsbc,36.7500,36.5600,37.0050,36.5400,-0.11,-0.0400,335465,2391158358
1868,mtx,71.7300,71.1500,72.3700,71.0900,-0.24,-0.1700,63089,2390153974
1869,jks,48.4800,50.0900,52.3200,48.3900,5.99,2.8300,2744301,2388648241
1870,omab,48.5900,48.9100,50.2900,48.5900,-1.37,-0.6800,44109,2385044501
1871,bdn,13.7000,13.9500,13.9600,13.6500,2.20,0.3000,1405128,2384055041
1872,comm,11.7900,11.6500,12.0100,11.5450,-1.35,-0.1600,3342696,2378951995
1873,sblk,23.0000,23.2400,23.7800,22.9700,1.26,0.2900,1170674,2376050999
1874,wafd,35.3300,34.8300,35.3900,34.8200,-0.83,-0.2900,218662,2366571405
1875,ottr,58.2200,56.9500,58.3600,56.7500,-2.20,-1.2800,92529,2365665071
1876,modv,169.2900,168.8800,171.6000,167.7600,-0.30,-0.5000,68869,2363147972
1877,cake,45.7300,45.2100,46.7100,45.1200,-0.53,-0.2400,517768,2358994008
1878,aat,38.1700,39.0000,39.0300,37.8400,2.04,0.7800,177659,2358411783
1879,botz,35.5100,35.2000,35.7200,35.2000,-0.65,-0.2300,374019,2357211366
1880,nxe,4.9200,4.9400,4.9850,4.8300,2.70,0.1300,995275,2352015090
1881,gdv,26.2000,26.0100,26.3500,26.0100,-0.50,-0.1300,101085,2351536009
1882,iagg,54.7000,54.6900,54.7200,54.6700,-0.24,-0.1300,70384,2335556904
1883,pack,28.4400,28.6900,29.2050,28.4400,0.07,0.0200,197640,2335218992
1884,dnut,14.0700,13.9700,14.0900,13.8500,-1.06,-0.1500,488417,2334567995
1885,nzf,16.4800,16.4200,16.4800,16.3800,-0.18,-0.0300,111391,2333708920
1886,dcbo,71.8800,71.3000,73.1500,71.1200,-1.52,-1.1000,50943,2333242590
1887,vsto,41.1000,40.6500,41.3788,40.5400,-1.29,-0.5300,309930,2332330375
1888,cmp,68.0000,68.4900,69.8500,67.9350,1.81,1.2200,216843,2331312001
1889,aaww,81.8100,80.2500,82.0309,79.6700,-1.71,-1.4000,284561,2329247101
1890,kai,205.1600,200.9100,207.7300,200.3200,-1.77,-3.6100,15868,2326599077
1891,erf,9.1500,9.0500,9.2100,8.9400,1.12,0.1000,1550879,2323587997
1892,cnk,21.2900,19.4000,21.4500,19.3200,-8.32,-1.7600,5557900,2320765992
1893,vcel,51.2500,49.7300,51.4100,49.2500,-2.89,-1.4800,213572,2318967487
1894,simo,67.0200,66.3700,67.7023,66.3500,-1.09,-0.7300,165528,2317983068
1895,bur,10.7500,10.5700,10.7700,10.5000,-1.86,-0.2000,170312,2315357199
1896,msge,69.2200,68.1200,70.4300,67.9100,-2.22,-1.5500,321474,2313405745
1897,jeld,25.4100,25.0500,25.7500,25.0350,-1.53,-0.3900,458112,2307523335
1898,frme,43.3400,42.5200,43.6900,42.5100,-1.53,-0.6600,96232,2303038993
1899,ewg,32.6300,32.5000,32.7200,32.5000,-0.70,-0.2300,3360555,2296992425
1900,town,32.2800,31.6100,32.2800,31.6000,-1.22,-0.3900,123322,2296646013
1901,md,27.2700,26.6100,27.4000,26.6000,-2.63,-0.7200,266194,2296622005
1902,vrrm,14.9400,14.7600,15.3100,14.7400,-1.60,-0.2400,938635,2296095238
1903,sah,54.9300,55.0400,56.3500,54.2747,1.53,0.8300,342721,2296045777
1904,oi,14.6400,14.5600,15.0000,14.5500,0.34,0.0500,489911,2290060529
1905,ttgt,82.7900,81.2800,83.9000,80.0100,-2.20,-1.8300,142762,2288767015
1906,til,17.7500,17.7200,18.2100,16.5500,-1.28,-0.2300,143154,2281660389
1907,eat,49.1900,50.2000,50.9500,48.9850,1.87,0.9200,624445,2279680994
1908,ussg,40.6400,40.4600,40.9200,40.4600,-0.59,-0.2413,262073,2278293375
1909,sats,25.6600,25.6200,25.8300,25.3100,0.27,0.0700,207806,2278269900
1910,fwrd,85.4900,83.9900,85.5200,83.8900,-1.41,-1.2000,33668,2276162008
1911,pdm,18.2100,18.3300,18.4400,18.1300,0.94,0.1700,558556,2275402376
1912,rcus,31.3000,31.8600,32.1300,30.9000,1.21,0.3800,228672,2274614018
1913,mktw,7.0000,7.1200,7.3550,7.0000,2.30,0.1600,360029,2271959219
1914,ffbc,24.3100,23.7200,24.3100,23.7100,-1.37,-0.3300,142529,2270059362
1915,arcb,88.2100,88.7000,89.4800,86.9270,1.27,1.1100,186028,2266956991
1916,mvst,7.5900,7.5300,7.8800,7.4162,-1.18,-0.0900,814368,2262887264
1917,stfc,51.2100,51.1500,51.2400,51.1100,-0.14,-0.0700,101536,2262236266
1918,om,48.1700,48.7600,49.5000,47.5500,1.22,0.5900,207075,2258231436
1919,prva,21.2300,21.3500,22.0000,21.1300,0.14,0.0300,293755,2257612238
1920,gtn,24.0300,23.5500,24.0940,23.5500,-0.30,-0.0700,589717,2256888604
1921,pcrx,45.2800,50.7600,51.4500,45.0500,5.82,2.7900,1300948,2256525241
1922,cook,19.8800,19.1600,20.1400,19.1200,-4.30,-0.8600,277051,2252218070
1923,med,193.7200,191.9500,196.9700,191.6900,-0.07,-0.1300,110809,2251567357
1924,flr,16.3400,15.9000,16.6050,15.9000,-2.51,-0.4100,3486492,2248517802
1925,odp,42.1900,42.1200,43.1300,41.8600,-0.28,-0.1200,334439,2246184542
1926,eras,17.3500,18.5100,18.7300,17.0000,6.56,1.1400,403890,2243779997
1927,ftsm,59.9066,59.9100,59.9200,59.9066,0.00,0.0000,300971,2243629500
1928,nac,15.4800,15.4600,15.5300,15.4500,0.00,0.0000,182039,2243184129
1929,irwd,13.9900,13.7700,14.2100,13.7350,-1.29,-0.1800,1204860,2243064301
1930,nabl,12.1700,12.5400,12.7700,12.1700,1.87,0.2300,762986,2241495192
1931,xslv,48.3100,47.9800,48.4500,47.9800,-0.62,-0.3000,75391,2235153721
1932,huya,9.7200,9.4200,9.9550,9.4100,-1.36,-0.1300,3152000,2233479494
1933,sasr,47.9000,47.1700,48.0000,47.1550,-0.90,-0.4300,92127,2227709476
1934,mdyg,76.4900,76.0200,77.0000,76.0000,-0.50,-0.3800,22199,2224784823
1935,bcc,55.3600,56.5300,56.9550,55.3250,2.30,1.2700,228315,2223370519
1936,noah,36.4500,36.3900,37.6500,36.3700,0.03,0.0100,80601,2223017065
1937,irbt,80.9800,79.2100,82.6700,79.1500,-2.40,-1.9500,210059,2221921690
1938,cpk,127.0900,126.3500,127.3400,124.8700,-0.39,-0.4900,20551,2221027049
1939,adx,20.1200,20.0000,20.2600,19.9900,-0.45,-0.0900,180577,2220539900
1940,cgau,7.4300,7.4800,7.5100,7.4300,0.54,0.0400,2682,2219877119
1941,tds,19.4150,19.3400,19.6450,19.3200,-0.21,-0.0400,696403,2219176036
1942,crto,36.9700,36.3500,37.5000,36.3500,-0.90,-0.3300,127508,2217552069
1943,pax,16.3400,16.2400,16.6200,16.1600,-0.79,-0.1300,117114,2211035400
1944,bcat,19.8300,19.6800,19.9600,19.6600,-1.11,-0.2200,280612,2209355520
1945,fmbi,19.5900,19.3200,19.6500,19.3200,-0.97,-0.1900,158500,2208254999
1946,ptve,12.4000,12.4500,12.6450,12.2700,0.89,0.1100,26246,2205613489
1947,stgw,8.5500,8.1800,8.8700,8.1600,-2.50,-0.2100,356297,2205527003
1948,rlgy,19.1200,18.8700,19.3700,18.7800,-0.26,-0.0500,778398,2199943872
1949,anf,39.5000,37.2000,39.8300,37.1700,-5.42,-2.1300,2097331,2197868144
1950,sbgi,29.1000,29.1100,29.9000,28.8700,-0.31,-0.0900,234440,2197508601
1951,cxp,19.1500,19.1200,19.1500,19.0900,-0.16,-0.0300,455469,2196864004
1952,myte,26.6200,25.5900,26.8200,25.5000,-4.26,-1.1400,54186,2195194621
1953,roic,18.0900,18.0600,18.2100,17.9500,0.22,0.0400,315935,2193009509
1954,ths,39.3200,39.3100,39.5900,39.0200,-0.03,-0.0100,199903,2191160941
1955,azul,19.1500,19.0000,19.3800,18.9700,-2.66,-0.5200,1227119,2190047008
1956,eqx,7.3500,7.2700,7.5150,7.2700,-1.36,-0.1000,964210,2185463627
1957,snbr,91.8400,92.4800,93.6800,91.1900,0.97,0.8900,482116,2184562652
1958,xncr,37.0600,37.4300,37.6550,36.9800,0.62,0.2300,159404,2183064101
1959,pza,26.8000,26.8100,26.8350,26.7900,0.04,0.0100,217258,2182334000
1960,pagp,11.2800,11.2400,11.3500,11.2000,1.26,0.1400,1764576,2181953793
1961,b,43.6100,43.1300,44.0800,43.0950,-1.08,-0.4700,142266,2181313680
1962,avav,87.2700,87.7700,88.9450,87.2700,1.13,0.9800,121321,2177700001
1963,irt,20.6400,20.6500,20.7200,20.4600,0.00,0.0000,334194,2170459384
1964,spyd,40.2000,39.9800,40.3800,39.9600,-0.32,-0.1300,1678201,2168171411
1965,alkt,24.3300,24.8500,25.3235,24.2600,1.89,0.4600,136129,2166590240
1966,hmy,3.5000,3.5400,3.5900,3.4900,1.14,0.0400,2803044,2159792897
1967,blmn,24.0100,24.1300,24.5800,23.7500,0.67,0.1600,1425249,2152981997
1968,wre,25.4000,25.4100,25.5000,25.2400,-0.08,-0.0200,476603,2149877413
1969,teo,5.0000,4.9900,5.0400,4.9500,-0.60,-0.0300,267253,2149382400
1970,ati,17.2200,16.8900,17.5800,16.8800,-0.35,-0.0600,1128137,2149178994
1971,tse,57.0000,55.3400,57.4970,55.3300,-2.16,-1.2200,157962,2148732001
1972,verv,43.9400,44.7600,45.0150,43.2400,1.87,0.8200,231774,2148112923
1973,rovr,12.0700,12.2500,12.4000,12.0500,1.07,0.1300,97963,2146555139
1974,cvco,231.9600,233.5800,235.6800,230.9650,-0.02,-0.0500,14289,2145906467
1975,ety,14.1700,14.1000,14.2500,14.1000,-0.35,-0.0500,128509,2143510002
1976,prgs,49.0000,48.8800,49.5450,48.3810,-0.41,-0.2000,161034,2143023306
